"2818","55","6ace27","f66e4a","0"
"2819","55","c6c272","d1b59d","1"
"2820","55","f456cf","23ca26","0"
"2821","55","486d59","e476eb","0"
"2822","55","886797","57dc4f","0"
"2823","55","5d7c68","fcb12c","0"
"2824","55","7a908f","3c61cf","1"
"2825","55","2574f2","e7c868","0"
"2826","55","b54906","adcc3f","0"
"2827","55","54ba20","d66307","0"
"2828","55","f122ac","7fd47b","0"
"2829","55","bbe8c9","8a0a4c","0"
"2830","55","740e83","de5dc8","1"
"2831","55","d9b19a","cebbaa","1"
"2832","55","530603","906dcb","1"
"2833","55","a446ed","aedb19","0"
"2834","55","39c42e","0e696f","1"
"2835","55","95868d","5b8149","0"
"2836","55","3920dc","911b8a","0"
"2837","55","11b06e","51ebf1","1"
"2838","55","53fa6f","0eed67","1"
"2839","55","31432e","7a7732","0"
"2840","55","e9156b","23b7f3","0"
"2841","55","c97bbf","a87c09","0"
"2842","55","d2a567","7b0a54","0"
"2843","55","58398c","ecb947","0"
"2844","55","bceb3f","bc1e2d","0"
"2845","55","e59698","8f4ae6","0"
"2846","55","c2cd2d","21ac33","1"
"2847","55","da9e75","3a1d5e","0"
"2848","55","3e3b54","f8fa73","0"
"2849","55","357764","28f97d","1"
"2850","55","2b54cc","1151e3","1"
"2851","55","8d7e49","3b4ffd","0"
"2852","55","3f0e2c","182b54","0"
"2853","55","5a0e26","6f9647","0"
"2854","55","24fb99","155350","1"
"2855","55","f9dde0","c84313","1"
"2856","55","215778","6f5ad8","1"
"2857","55","aebdc3","b3403e","0"
"2858","55","034fb2","4d85a3","1"
"2859","55","40a05f","ce9e28","0"
"2860","55","8998d8","9bae64","0"
"2861","55","06341d","016a96","0"
"2862","55","ae817e","05ba41","0"
"2863","55","be690c","cbbb12","1"
"2864","55","7ecc78","727de7","0"
"2865","55","20557f","a4f5b1","1"
"2866","55","b97dd8","5cbeee","0"
"2867","55","54c1ba","c167c6","0"
"2868","56","d300ba","b43994","1"
"2869","56","522963","36517a","1"
"2870","56","41df52","b1ab69","0"
"2871","57","8f8c6f","6a0d8a","0"
"2872","57","7eb29c","bc3b20","0"
"2873","57","93492b","64a73e","0"
"2874","57","09da6b","e2d2bc","0"
"2875","57","db2548","0d6d1f","0"
"2876","57","37d1c1","cd3428","0"
"2877","57","73f921","0945f7","0"
"2878","57","c39597","290bf5","1"
"2879","57","85f0d0","3726d4","1"
"2880","57","5c248f","da0824","1"
"2881","57","1fe53a","91f2d5","1"
"2882","57","98ba1a","c5e7cf","0"
"2883","57","83f711","db21d8","0"
"2884","57","a577f8","bd8a49","0"
"2885","57","6f32a8","fe7fb4","1"
"2886","57","8e6b67","7fedd3","0"
"2887","57","1e377e","7a8fd3","1"
"2888","57","c2133b","2d6c9a","0"
"2889","57","6f497b","b60e26","1"
"2890","57","517cbb","e9482c","0"
"2891","57","a9e44a","c29c1d","1"
"2892","57","523d7f","dc9049","0"
"2893","57","589b9c","d80d6f","0"
"2894","57","fe3ae9","be6c00","0"
"2895","57","649979","d12874","0"
"2896","57","d4536a","1a0dca","0"
"2897","57","282a3c","2919aa","1"
"2898","57","13238f","57998d","1"
